"FileName","ObjectName","ObjectType","Dimensions","DataType","Attributes","Status"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_26/batch_normalization_26/moving_mean:0",H5I_DATASET,"64","H5T_IEEE_F32LE","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_26/batch_normalization_26/moving_variance:0",H5I_DATASET,"64","H5T_IEEE_F32LE","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_27",H5I_GROUP,"","","weight_names","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_27/batch_normalization_27",H5I_GROUP,"","","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_27/batch_normalization_27/beta:0",H5I_DATASET,"384","H5T_IEEE_F32LE","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_27/batch_normalization_27/moving_mean:0",H5I_DATASET,"384","H5T_IEEE_F32LE","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_27/batch_normalization_27/moving_variance:0",H5I_DATASET,"384","H5T_IEEE_F32LE","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_28",H5I_GROUP,"","","weight_names","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_28/batch_normalization_28",H5I_GROUP,"","","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_28/batch_normalization_28/beta:0",H5I_DATASET,"64","H5T_IEEE_F32LE","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_28/batch_normalization_28/moving_mean:0",H5I_DATASET,"64","H5T_IEEE_F32LE","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_28/batch_normalization_28/moving_variance:0",H5I_DATASET,"64","H5T_IEEE_F32LE","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_29",H5I_GROUP,"","","weight_names","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_29/batch_normalization_29",H5I_GROUP,"","","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_29/batch_normalization_29/beta:0",H5I_DATASET,"96","H5T_IEEE_F32LE","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_29/batch_normalization_29/moving_mean:0",H5I_DATASET,"96","H5T_IEEE_F32LE","","Success"
